expiry_gap_hours,food_category,quantity_kg,storage_temp_c,donor_type,preparation_method,distance_to_ngo_km,donation_frequency,time_of_day,ambient_humidity,packaging_integrity,seasonal_indicator,urgency_class,food_category_enc,donor_type_enc,prep_method_enc,seasonal_enc,urgency_enc
13.75,Dairy Products,12.4,2.5,restaurant,frozen,17.7,14,20.5,61.3,0.34,spring,High,4,3,1,1,1
16.25,Dairy Products,37.0,4.9,restaurant,processed,1.5,3,19.8,82.7,0.7,summer,High,4,3,3,2,1
50.15,Dairy Products,45.6,2.5,restaurant,packaged,26.8,8,22.7,56.7,0.85,monsoon,Low,4,3,2,0,2
17.48,Dairy Products,5.7,5.1,event,processed,29.1,12,22.7,66.0,0.82,summer,High,4,1,3,2,1
19.73,Dairy Products,44.6,4.4,supermarket,cooked,1.7,6,1.1,38.4,0.49,summer,High,4,4,0,2,1
32.71,Dairy Products,31.3,4.8,household,processed,14.5,17,12.3,30.3,0.31,winter,Moderate,4,2,3,3,3
60.08,Dairy Products,14.6,7.1,corporate,processed,17.4,10,7.0,85.9,0.58,summer,Low,4,0,3,2,2
20.85,Dairy Products,26.8,6.9,household,cooked,1.4,11,1.1,57.0,0.95,summer,High,4,2,0,2,1
28.71,Dairy Products,20.8,4.5,corporate,processed,8.1,16,7.1,73.1,0.97,summer,Moderate,4,0,3,2,3
0.61,Dairy Products,3.0,5.8,corporate,cooked,18.3,18,6.1,69.9,0.86,spring,Critical,4,0,0,1,0
26.89,Dairy Products,21.2,2.7,event,cooked,2.6,19,8.5,86.5,0.77,summer,Moderate,4,1,0,2,3
46.72,Dairy Products,30.1,7.3,supermarket,packaged,27.4,7,20.9,73.4,0.38,winter,Low,4,4,2,3,2
38.39,Dairy Products,49.6,7.0,supermarket,cooked,21.0,12,7.1,59.2,0.7,winter,Low,4,4,0,3,2
65.57,Dairy Products,11.2,6.8,restaurant,cooked,2.5,11,10.3,70.4,0.49,summer,Low,4,3,0,2,2
62.11,Dairy Products,11.7,5.5,household,packaged,25.8,15,18.1,35.9,0.92,spring,Low,4,2,2,1,2
27.04,Dairy Products,35.4,5.6,restaurant,raw,5.4,5,15.4,32.7,0.83,monsoon,Moderate,4,3,4,0,3
11.54,Dairy Products,32.5,2.2,event,packaged,10.5,11,7.4,70.6,0.72,winter,High,4,1,2,3,1
60.68,Dairy Products,28.2,5.5,event,cooked,4.6,5,5.5,88.6,0.67,summer,Low,4,1,0,2,2
27.97,Dairy Products,2.0,2.2,household,raw,12.2,6,18.1,57.5,0.5,summer,Moderate,4,2,4,2,3
60.24,Dairy Products,19.1,4.2,household,frozen,29.8,9,23.5,47.3,0.97,spring,Low,4,2,1,1,2
2.71,Dairy Products,38.8,7.8,corporate,processed,14.6,13,12.9,75.7,0.88,monsoon,High,4,0,3,0,1
25.97,Dairy Products,35.6,7.0,supermarket,cooked,15.5,12,5.6,79.8,0.68,summer,Moderate,4,4,0,2,3
42.0,Dairy Products,22.5,2.8,supermarket,packaged,6.6,17,17.6,48.0,0.53,spring,Low,4,4,2,1,2
44.88,Dairy Products,20.1,3.2,event,processed,14.5,4,21.7,37.9,0.72,winter,Low,4,1,3,3,2
52.13,Dairy Products,43.6,5.2,corporate,packaged,16.7,5,19.0,46.5,0.91,spring,Low,4,0,2,1,2
69.83,Dairy Products,25.9,7.7,event,frozen,22.8,6,14.1,52.5,0.5,summer,Low,4,1,1,2,2
40.73,Dairy Products,30.5,4.6,restaurant,packaged,17.5,19,21.4,57.4,0.61,monsoon,Low,4,3,2,0,2
55.16,Dairy Products,47.8,5.4,restaurant,frozen,0.6,17,20.2,83.6,0.34,winter,Low,4,3,1,3,2
18.81,Dairy Products,48.6,2.2,corporate,raw,14.6,11,20.8,61.6,0.74,summer,High,4,0,4,2,1
26.15,Dairy Products,14.3,6.8,restaurant,packaged,29.9,8,23.8,35.4,0.3,monsoon,Moderate,4,3,2,0,3
53.26,Dairy Products,37.2,7.0,corporate,processed,22.7,5,19.6,78.6,0.92,monsoon,Low,4,0,3,0,2
44.37,Dairy Products,24.6,2.5,event,packaged,10.8,3,15.1,64.6,0.79,summer,Low,4,1,2,2,2
68.79,Dairy Products,15.3,5.1,restaurant,raw,23.9,16,11.4,38.7,0.8,spring,Low,4,3,4,1,2
21.61,Dairy Products,14.4,3.4,household,processed,17.7,7,5.4,68.4,0.99,summer,High,4,2,3,2,1
15.85,Dairy Products,38.1,4.5,restaurant,raw,17.8,8,13.3,68.2,0.67,winter,High,4,3,4,3,1
51.55,Dairy Products,40.3,6.9,event,processed,27.5,8,6.5,59.8,0.5,winter,Low,4,1,3,3,2
59.4,Dairy Products,13.9,6.3,restaurant,cooked,0.5,18,6.6,72.4,0.34,winter,Low,4,3,0,3,2
33.89,Dairy Products,47.1,4.0,corporate,frozen,3.5,1,3.1,63.9,0.91,spring,Moderate,4,0,1,1,3
56.91,Dairy Products,22.0,7.4,restaurant,frozen,20.4,17,16.4,59.6,0.57,monsoon,Low,4,3,1,0,2
60.86,Dairy Products,7.4,6.1,corporate,processed,26.3,5,23.1,75.7,0.97,monsoon,Low,4,0,3,0,2
67.99,Dairy Products,24.0,3.6,household,frozen,30.0,17,8.6,87.4,0.65,summer,Low,4,2,1,2,2
34.53,Dairy Products,31.9,2.7,household,frozen,0.6,7,18.3,55.0,0.88,monsoon,Moderate,4,2,1,0,3
51.96,Dairy Products,43.6,4.2,restaurant,frozen,20.5,13,0.9,53.7,0.95,spring,Low,4,3,1,1,2
53.31,Dairy Products,32.4,3.9,corporate,frozen,21.5,1,21.3,47.2,0.56,summer,Low,4,0,1,2,2
59.37,Dairy Products,27.4,6.7,corporate,raw,0.9,5,21.8,80.3,0.8,winter,Low,4,0,4,3,2
30.08,Dairy Products,20.5,5.0,restaurant,frozen,18.1,11,21.0,32.5,0.58,summer,Moderate,4,3,1,2,3
22.8,Dairy Products,38.8,6.6,event,raw,25.8,10,18.4,78.4,0.38,winter,High,4,1,4,3,1
31.64,Dairy Products,17.4,4.0,supermarket,frozen,19.4,12,0.0,48.0,0.75,monsoon,Moderate,4,4,1,0,3
63.37,Dairy Products,27.6,6.1,restaurant,cooked,9.1,13,9.5,48.2,0.35,summer,Low,4,3,0,2,2
67.52,Dairy Products,23.9,5.6,event,frozen,2.2,8,22.5,77.1,0.99,winter,Low,4,1,1,3,2
46.59,Dairy Products,39.0,5.4,restaurant,packaged,21.9,7,3.4,67.3,0.85,summer,Low,4,3,2,2,2
20.25,Dairy Products,26.6,7.9,event,frozen,19.5,1,8.3,85.0,0.5,spring,High,4,1,1,1,1
39.03,Dairy Products,34.7,2.4,supermarket,cooked,28.0,9,10.7,38.1,0.97,monsoon,Low,4,4,0,0,2
54.92,Dairy Products,47.5,4.1,corporate,raw,16.6,14,10.3,32.6,0.42,summer,Low,4,0,4,2,2
34.92,Dairy Products,33.9,7.4,restaurant,packaged,23.9,11,9.4,69.5,0.38,spring,Moderate,4,3,2,1,3
68.53,Dairy Products,35.7,8.0,supermarket,cooked,7.0,5,10.4,65.6,0.35,winter,Low,4,4,0,3,2
1.43,Dairy Products,41.6,2.1,corporate,packaged,11.0,17,22.9,61.3,0.98,monsoon,Critical,4,0,2,0,0
28.58,Dairy Products,38.8,7.1,event,cooked,14.0,17,3.9,63.9,0.84,winter,Moderate,4,1,0,3,3
43.62,Dairy Products,39.3,7.0,event,frozen,7.2,11,1.1,78.5,0.42,monsoon,Low,4,1,1,0,2
52.61,Dairy Products,21.7,2.6,restaurant,processed,14.7,13,0.0,84.1,0.41,monsoon,Low,4,3,3,0,2
66.25,Dairy Products,2.7,8.0,corporate,cooked,19.2,3,1.4,56.7,0.49,summer,Low,4,0,0,2,2
56.81,Dairy Products,28.4,3.5,household,raw,19.9,18,21.6,82.6,0.98,monsoon,Low,4,2,4,0,2
36.68,Dairy Products,2.4,3.3,supermarket,cooked,5.7,2,16.2,43.5,0.6,spring,Low,4,4,0,1,2
31.72,Dairy Products,26.1,5.5,supermarket,packaged,8.8,7,21.4,86.8,0.92,summer,Moderate,4,4,2,2,3
55.06,Dairy Products,44.5,6.9,supermarket,frozen,6.5,8,4.4,49.9,0.9,spring,Low,4,4,1,1,2
45.98,Dairy Products,15.1,4.2,household,processed,14.1,15,19.4,80.1,0.53,winter,Low,4,2,3,3,2
55.83,Dairy Products,41.3,4.1,supermarket,cooked,14.2,13,0.9,37.7,0.84,summer,Low,4,4,0,2,2
42.72,Dairy Products,18.4,2.4,restaurant,raw,6.4,7,7.3,48.2,0.46,monsoon,Low,4,3,4,0,2
4.21,Dairy Products,15.8,3.1,household,frozen,22.4,5,18.1,66.6,0.93,summer,High,4,2,1,2,1
51.45,Dairy Products,9.5,6.9,household,frozen,29.6,8,15.8,34.7,0.68,winter,Low,4,2,1,3,2
1.98,Dairy Products,26.1,3.6,restaurant,packaged,19.0,17,14.4,47.8,0.8,summer,Critical,4,3,2,2,0
40.55,Dairy Products,35.6,6.7,household,frozen,29.2,2,16.7,72.9,0.62,summer,Low,4,2,1,2,2
9.23,Dairy Products,42.6,2.8,restaurant,cooked,1.4,9,4.7,50.7,0.53,spring,High,4,3,0,1,1
11.75,Dairy Products,38.4,2.7,corporate,cooked,9.7,15,12.1,53.2,0.93,summer,High,4,0,0,2,1
2.3,Dairy Products,1.1,7.0,supermarket,cooked,29.1,4,13.4,60.1,0.79,summer,High,4,4,0,2,1
69.64,Dairy Products,25.5,2.3,household,processed,28.9,3,22.8,43.6,0.92,summer,Low,4,2,3,2,2
11.75,Dairy Products,14.9,3.9,household,cooked,24.0,7,7.5,86.1,0.9,monsoon,High,4,2,0,0,1
65.29,Dairy Products,33.9,2.1,event,cooked,16.7,11,4.6,54.7,0.95,summer,Low,4,1,0,2,2
52.89,Dairy Products,3.9,4.4,household,cooked,8.9,16,8.0,70.7,0.35,winter,Low,4,2,0,3,2
27.24,Dairy Products,32.3,7.7,household,processed,3.5,18,22.5,84.9,0.31,winter,Moderate,4,2,3,3,3
37.59,Dairy Products,48.5,3.1,corporate,frozen,12.4,5,4.5,64.9,0.44,summer,Low,4,0,1,2,2
28.93,Dairy Products,10.7,3.6,restaurant,packaged,8.4,10,16.5,38.6,0.72,monsoon,Moderate,4,3,2,0,3
5.9,Dairy Products,15.2,7.7,event,frozen,14.0,3,15.5,46.0,0.31,monsoon,High,4,1,1,0,1
27.19,Dairy Products,22.8,5.4,restaurant,packaged,8.5,2,20.7,86.8,0.37,winter,Moderate,4,3,2,3,3
44.28,Dairy Products,47.0,3.3,corporate,packaged,23.3,4,16.8,70.8,0.59,summer,Low,4,0,2,2,2
28.07,Dairy Products,27.3,7.6,household,cooked,7.0,9,20.1,41.3,0.77,spring,Moderate,4,2,0,1,3
48.05,Dairy Products,37.3,5.0,supermarket,packaged,26.8,15,6.2,56.1,0.81,winter,Low,4,4,2,3,2
71.73,Dairy Products,27.6,3.4,restaurant,raw,21.2,13,2.2,42.0,0.91,spring,Low,4,3,4,1,2
65.67,Dairy Products,18.1,2.2,corporate,packaged,7.8,8,8.5,55.5,0.45,summer,Low,4,0,2,2,2
48.61,Dairy Products,47.6,2.5,supermarket,raw,24.3,19,11.8,47.0,0.85,monsoon,Low,4,4,4,0,2
44.6,Dairy Products,37.0,6.5,household,raw,13.1,6,19.1,50.0,0.91,summer,Low,4,2,4,2,2
64.52,Dairy Products,39.5,6.0,corporate,raw,19.1,11,15.2,80.0,0.65,winter,Low,4,0,4,3,2
46.93,Dairy Products,3.7,7.6,supermarket,packaged,18.2,13,7.2,60.2,0.34,winter,Low,4,4,2,3,2
2.52,Dairy Products,14.4,3.3,household,raw,12.6,6,3.8,39.6,0.35,winter,High,4,2,4,3,1
67.89,Dairy Products,36.2,6.5,event,packaged,3.8,5,0.2,85.5,0.61,winter,Low,4,1,2,3,2
38.79,Dairy Products,18.0,4.1,event,cooked,24.9,14,21.8,87.2,0.53,winter,Low,4,1,0,3,2
27.21,Dairy Products,12.0,3.6,restaurant,processed,27.2,6,13.2,60.2,0.44,winter,Moderate,4,3,3,3,3
57.31,Dairy Products,17.6,7.3,household,cooked,0.9,9,3.8,70.4,0.43,winter,Low,4,2,0,3,2
28.01,Dairy Products,21.8,4.9,corporate,raw,16.2,12,12.3,39.7,0.36,summer,Moderate,4,0,4,2,3
30.12,Dairy Products,44.1,6.4,supermarket,raw,19.2,19,5.3,61.2,0.73,winter,Moderate,4,4,4,3,3
12.44,Dairy Products,13.7,3.5,event,packaged,16.9,15,18.0,82.3,0.78,spring,High,4,1,2,1,1
50.7,Dairy Products,25.3,3.0,household,processed,26.2,2,0.5,86.7,0.79,summer,Low,4,2,3,2,2
8.88,Dairy Products,7.6,4.0,supermarket,cooked,6.6,5,18.3,70.7,0.84,monsoon,High,4,4,0,0,1
30.48,Dairy Products,39.7,2.1,restaurant,packaged,14.5,15,21.2,43.3,0.8,spring,Moderate,4,3,2,1,3
1.21,Dairy Products,27.0,6.3,restaurant,processed,24.7,16,4.9,37.6,0.5,monsoon,Critical,4,3,3,0,0
32.77,Dairy Products,42.8,3.1,corporate,packaged,0.9,14,9.3,78.2,0.93,spring,Moderate,4,0,2,1,3
15.37,Dairy Products,24.2,2.3,restaurant,frozen,25.5,17,1.8,52.5,0.86,monsoon,High,4,3,1,0,1
17.06,Dairy Products,2.6,7.7,household,packaged,2.6,14,8.9,34.1,0.56,monsoon,High,4,2,2,0,1
26.92,Dairy Products,17.8,2.3,household,packaged,25.0,17,8.9,67.9,0.37,spring,Moderate,4,2,2,1,3
39.71,Dairy Products,38.4,2.4,supermarket,raw,23.6,13,8.4,70.6,0.83,monsoon,Low,4,4,4,0,2
48.49,Dairy Products,37.2,5.7,event,cooked,10.7,6,17.9,84.5,0.83,monsoon,Low,4,1,0,0,2
31.47,Dairy Products,42.7,6.6,corporate,raw,9.6,13,17.0,53.2,0.71,summer,Moderate,4,0,4,2,3
17.77,Dairy Products,21.5,3.3,event,raw,15.5,15,13.3,65.1,0.39,monsoon,High,4,1,4,0,1
59.26,Dairy Products,39.9,6.0,restaurant,packaged,28.2,1,12.6,79.6,0.62,winter,Low,4,3,2,3,2
16.14,Dairy Products,13.6,5.6,corporate,frozen,14.1,6,18.8,76.4,0.82,summer,High,4,0,1,2,1
31.41,Dairy Products,13.3,2.2,corporate,processed,26.7,15,13.3,32.3,0.77,winter,Moderate,4,0,3,3,3
31.17,Dairy Products,26.0,3.2,corporate,processed,24.8,2,17.9,78.8,0.79,winter,Moderate,4,0,3,3,3
7.29,Dairy Products,16.7,8.0,household,processed,25.8,13,11.1,64.3,0.51,summer,High,4,2,3,2,1
9.8,Dairy Products,18.3,2.1,household,packaged,0.9,16,7.5,30.9,0.31,spring,High,4,2,2,1,1
45.1,Dairy Products,2.4,6.6,household,raw,17.1,16,9.9,54.1,0.57,spring,Low,4,2,4,1,2
71.33,Dairy Products,22.4,6.5,supermarket,processed,12.0,16,14.3,85.7,0.95,monsoon,Low,4,4,3,0,2
44.72,Dairy Products,23.7,5.8,corporate,frozen,15.1,17,11.0,86.4,0.65,spring,Low,4,0,1,1,2
33.02,Dairy Products,34.0,6.0,supermarket,packaged,5.4,5,1.3,68.7,0.98,winter,Moderate,4,4,2,3,3
20.18,Dairy Products,32.0,2.9,event,cooked,5.8,12,1.0,64.8,0.62,winter,High,4,1,0,3,1
12.64,Dairy Products,39.1,2.1,household,packaged,13.9,8,19.2,87.7,0.68,spring,High,4,2,2,1,1
68.68,Dairy Products,29.4,7.3,restaurant,raw,27.7,11,14.2,51.3,0.34,spring,Low,4,3,4,1,2
5.26,Dairy Products,45.8,3.4,event,frozen,7.8,14,15.8,42.7,0.9,monsoon,High,4,1,1,0,1
49.37,Dairy Products,40.1,4.3,restaurant,packaged,6.4,5,21.4,67.4,0.98,spring,Low,4,3,2,1,2
67.77,Dairy Products,6.8,6.7,event,processed,29.3,17,16.0,83.5,0.51,winter,Low,4,1,3,3,2
28.07,Dairy Products,10.9,2.4,supermarket,packaged,14.3,6,22.5,34.5,0.61,spring,Moderate,4,4,2,1,3
70.07,Dairy Products,48.4,6.6,event,packaged,10.1,8,5.3,31.2,0.88,spring,Low,4,1,2,1,2
25.91,Dairy Products,3.6,6.0,corporate,raw,24.4,18,8.2,81.9,0.41,monsoon,Moderate,4,0,4,0,3
7.55,Dairy Products,35.5,7.0,corporate,raw,15.4,14,7.4,30.2,0.42,monsoon,High,4,0,4,0,1
6.38,Dairy Products,15.7,4.8,restaurant,raw,8.8,2,11.0,73.5,0.7,monsoon,High,4,3,4,0,1
71.41,Dairy Products,10.4,6.0,corporate,cooked,23.1,8,8.9,41.7,0.64,spring,Low,4,0,0,1,2
47.41,Dairy Products,34.5,5.4,event,cooked,25.9,18,2.9,71.9,0.59,spring,Low,4,1,0,1,2
9.51,Dairy Products,47.6,3.2,corporate,packaged,22.2,14,15.4,43.8,0.69,summer,High,4,0,2,2,1
53.52,Dairy Products,7.0,3.7,event,processed,8.7,3,4.4,79.5,0.5,summer,Low,4,1,3,2,2
41.73,Dairy Products,18.9,5.4,household,raw,11.3,12,13.3,80.7,0.86,winter,Low,4,2,4,3,2
71.18,Dairy Products,13.0,2.2,corporate,raw,15.9,4,0.0,82.2,0.85,spring,Low,4,0,4,1,2
27.42,Dairy Products,13.6,3.4,restaurant,processed,3.3,8,22.0,32.4,0.5,spring,Moderate,4,3,3,1,3
66.6,Dairy Products,29.7,6.7,corporate,cooked,23.3,16,14.7,75.6,0.66,winter,Low,4,0,0,3,2
71.97,Dairy Products,20.2,6.6,supermarket,processed,20.4,16,8.1,60.6,0.73,summer,Low,4,4,3,2,2
33.99,Dairy Products,6.6,6.6,event,cooked,25.7,9,20.1,39.6,0.32,winter,Moderate,4,1,0,3,3
15.91,Dairy Products,23.6,4.0,corporate,cooked,18.4,8,22.0,71.7,0.73,winter,High,4,0,0,3,1
28.53,Dairy Products,6.7,6.5,restaurant,cooked,7.5,8,22.2,53.2,0.35,summer,Moderate,4,3,0,2,3
54.08,Dairy Products,4.8,4.6,restaurant,packaged,12.8,17,7.9,47.6,0.33,monsoon,Low,4,3,2,0,2
19.48,Dairy Products,34.1,5.7,event,raw,18.8,5,21.1,74.3,0.49,monsoon,High,4,1,4,0,1
24.79,Dairy Products,34.1,4.7,restaurant,cooked,10.7,14,19.0,46.7,0.4,spring,Moderate,4,3,0,1,3
32.16,Dairy Products,17.5,3.6,restaurant,frozen,6.0,16,10.8,41.9,0.42,monsoon,Moderate,4,3,1,0,3
12.14,Dairy Products,7.9,5.6,corporate,cooked,27.4,3,5.9,58.3,0.76,winter,High,4,0,0,3,1
46.8,Dairy Products,9.3,3.6,corporate,packaged,22.8,16,18.7,57.7,0.91,spring,Low,4,0,2,1,2
29.9,Dairy Products,44.3,4.4,event,frozen,27.3,16,16.5,46.3,0.43,winter,Moderate,4,1,1,3,3
67.73,Dairy Products,43.2,5.6,event,processed,22.2,1,2.8,70.9,0.96,winter,Low,4,1,3,3,2
43.12,Dairy Products,8.6,4.6,restaurant,raw,16.6,17,1.1,43.1,0.31,monsoon,Low,4,3,4,0,2
67.11,Dairy Products,28.5,6.9,household,raw,17.0,17,2.0,45.2,0.85,winter,Low,4,2,4,3,2
41.75,Dairy Products,6.4,4.8,corporate,processed,7.2,16,18.7,72.0,0.73,monsoon,Low,4,0,3,0,2
38.56,Dairy Products,9.0,2.6,household,processed,7.8,9,0.8,76.9,0.47,winter,Low,4,2,3,3,2
4.1,Dairy Products,34.8,2.3,corporate,cooked,8.0,10,8.6,79.4,0.87,winter,High,4,0,0,3,1
64.56,Dairy Products,8.3,6.8,restaurant,cooked,16.9,13,2.0,58.0,0.64,winter,Low,4,3,0,3,2
40.95,Dairy Products,7.4,3.1,corporate,packaged,23.6,3,0.4,70.8,0.35,monsoon,Low,4,0,2,0,2
38.51,Dairy Products,24.0,2.2,event,packaged,19.9,18,7.9,85.7,0.89,monsoon,Low,4,1,2,0,2
30.36,Dairy Products,30.8,2.7,household,frozen,21.0,3,8.5,63.0,0.58,spring,Moderate,4,2,1,1,3
3.85,Dairy Products,22.2,3.9,household,raw,3.6,4,9.9,70.5,0.76,spring,High,4,2,4,1,1
16.01,Dairy Products,28.0,3.7,event,frozen,12.9,13,17.0,35.7,0.52,monsoon,High,4,1,1,0,1
52.8,Dairy Products,11.4,7.7,event,packaged,11.7,16,9.6,75.1,0.67,summer,Low,4,1,2,2,2
56.34,Dairy Products,22.5,4.4,corporate,processed,0.7,14,2.6,76.1,0.65,winter,Low,4,0,3,3,2
60.86,Dairy Products,25.9,4.9,corporate,raw,17.4,16,21.1,63.6,0.88,monsoon,Low,4,0,4,0,2
70.45,Dairy Products,20.1,7.8,restaurant,packaged,10.7,6,10.5,37.9,0.57,monsoon,Low,4,3,2,0,2
19.51,Dairy Products,1.8,7.9,event,frozen,20.0,1,10.3,48.3,0.44,winter,High,4,1,1,3,1
45.03,Dairy Products,15.7,3.3,restaurant,frozen,4.3,16,10.6,77.8,0.81,winter,Low,4,3,1,3,2
28.61,Dairy Products,1.3,2.6,household,frozen,10.4,10,5.6,31.4,0.88,summer,Moderate,4,2,1,2,3
22.28,Dairy Products,14.4,3.6,supermarket,frozen,1.6,18,1.2,32.4,0.7,winter,High,4,4,1,3,1
61.84,Dairy Products,47.4,6.4,restaurant,frozen,9.8,15,1.0,65.3,0.58,monsoon,Low,4,3,1,0,2
0.95,Dairy Products,27.0,2.4,event,frozen,12.6,11,19.3,43.5,0.46,summer,Critical,4,1,1,2,0
6.76,Dairy Products,10.1,2.5,corporate,frozen,9.0,16,7.9,69.8,0.91,summer,High,4,0,1,2,1
32.11,Dairy Products,20.0,4.0,event,packaged,6.9,5,18.2,39.2,0.4,winter,Moderate,4,1,2,3,3
25.28,Dairy Products,6.7,4.4,supermarket,processed,24.9,13,8.1,78.2,0.47,winter,Moderate,4,4,3,3,3
19.08,Dairy Products,44.8,7.3,event,cooked,7.3,19,15.5,82.5,0.85,spring,High,4,1,0,1,1
48.63,Dairy Products,20.2,6.9,event,packaged,11.1,4,6.5,34.9,0.99,winter,Low,4,1,2,3,2
36.58,Dairy Products,8.9,2.7,household,cooked,15.5,19,23.5,76.1,0.6,winter,Low,4,2,0,3,2
31.07,Dairy Products,28.4,4.0,corporate,packaged,8.7,11,13.3,76.8,0.31,winter,Moderate,4,0,2,3,3
18.63,Dairy Products,24.9,4.8,restaurant,frozen,23.5,7,6.0,81.9,0.37,winter,High,4,3,1,3,1
21.08,Dairy Products,48.2,2.6,household,frozen,5.0,17,22.6,75.9,0.3,winter,High,4,2,1,3,1
31.18,Dairy Products,38.5,3.7,corporate,raw,20.9,8,7.7,69.7,0.76,monsoon,Moderate,4,0,4,0,3
4.79,Dairy Products,30.5,2.8,event,raw,1.8,9,23.8,41.0,0.72,spring,High,4,1,4,1,1
24.24,Dairy Products,1.2,4.8,restaurant,raw,25.3,7,15.1,55.6,0.68,spring,Moderate,4,3,4,1,3
35.72,Dairy Products,40.4,5.8,supermarket,processed,24.3,5,13.8,63.8,0.65,winter,Moderate,4,4,3,3,3
39.59,Dairy Products,6.8,7.0,supermarket,raw,12.5,6,17.1,47.6,0.67,spring,Low,4,4,4,1,2
71.6,Dairy Products,15.7,5.6,corporate,frozen,18.6,6,7.1,30.1,0.49,monsoon,Low,4,0,1,0,2
66.59,Dairy Products,6.8,4.0,event,cooked,20.1,14,3.0,37.6,0.87,summer,Low,4,1,0,2,2
59.95,Dairy Products,32.7,7.5,corporate,packaged,12.4,8,6.9,47.9,0.92,summer,Low,4,0,2,2,2
51.42,Dairy Products,13.1,4.1,corporate,packaged,24.8,5,12.3,35.1,0.68,winter,Low,4,0,2,3,2
48.14,Dairy Products,11.7,7.9,restaurant,frozen,4.6,11,19.8,88.6,0.58,winter,Low,4,3,1,3,2
62.96,Dairy Products,29.3,8.0,restaurant,raw,14.6,1,9.6,70.4,0.78,summer,Low,4,3,4,2,2
50.17,Dairy Products,37.1,4.2,corporate,packaged,4.0,13,6.1,78.2,0.6,monsoon,Low,4,0,2,0,2
52.71,Dairy Products,9.7,5.7,event,cooked,8.9,15,14.7,81.0,0.44,spring,Low,4,1,0,1,2
39.9,Dairy Products,14.5,5.1,household,processed,16.5,19,19.9,88.5,0.63,monsoon,Low,4,2,3,0,2
17.21,Dairy Products,41.1,5.8,supermarket,packaged,8.5,6,6.0,48.5,0.73,summer,High,4,4,2,2,1
70.36,Dairy Products,7.2,5.3,household,processed,29.9,12,16.8,63.4,0.55,summer,Low,4,2,3,2,2
38.37,Dairy Products,46.2,6.4,corporate,cooked,25.1,4,9.5,75.4,0.62,monsoon,Low,4,0,0,0,2
26.96,Dairy Products,39.6,5.3,supermarket,frozen,17.6,19,1.8,40.0,0.34,spring,Moderate,4,4,1,1,3
71.84,Dairy Products,18.1,4.7,corporate,processed,3.9,19,0.0,66.8,0.73,winter,Low,4,0,3,3,2
46.85,Dairy Products,40.8,2.4,supermarket,cooked,28.7,9,4.3,45.7,0.67,winter,Low,4,4,0,3,2
29.2,Dairy Products,6.8,4.0,corporate,frozen,5.3,17,14.8,71.9,0.45,monsoon,Moderate,4,0,1,0,3
43.06,Dairy Products,29.1,7.2,corporate,packaged,9.2,11,13.5,84.5,0.58,spring,Low,4,0,2,1,2
63.33,Dairy Products,43.6,5.4,event,processed,2.9,16,7.6,58.2,0.65,winter,Low,4,1,3,3,2
6.23,Dairy Products,31.7,4.9,event,raw,9.6,7,16.2,49.4,0.99,winter,High,4,1,4,3,1
13.17,Dairy Products,2.5,6.3,household,processed,13.0,5,0.3,83.7,0.4,spring,High,4,2,3,1,1
68.46,Dairy Products,49.1,2.1,corporate,frozen,24.5,1,13.5,51.1,0.73,monsoon,Low,4,0,1,0,2
27.74,Dairy Products,30.2,2.3,household,raw,11.8,5,21.6,80.1,0.44,monsoon,Moderate,4,2,4,0,3
59.58,Dairy Products,18.0,5.5,corporate,raw,24.9,6,11.1,56.7,0.31,monsoon,Low,4,0,4,0,2
68.99,Dairy Products,30.5,5.2,event,packaged,19.0,9,0.5,79.2,0.88,summer,Low,4,1,2,2,2
55.1,Dairy Products,11.7,5.1,supermarket,processed,0.9,3,4.4,42.1,0.57,winter,Low,4,4,3,3,2
28.03,Dairy Products,47.6,7.1,household,raw,4.8,4,0.2,31.5,0.69,spring,Moderate,4,2,4,1,3
40.97,Dairy Products,28.1,7.3,corporate,processed,1.9,15,18.6,79.3,0.93,summer,Low,4,0,3,2,2
46.66,Dairy Products,47.3,2.3,restaurant,cooked,28.1,17,19.0,75.4,0.78,spring,Low,4,3,0,1,2
26.11,Dairy Products,34.4,7.9,household,cooked,4.7,13,2.2,47.2,0.77,monsoon,Moderate,4,2,0,0,3
48.44,Dairy Products,20.8,5.9,restaurant,frozen,17.6,4,4.2,35.9,0.97,spring,Low,4,3,1,1,2
39.82,Dairy Products,6.2,7.8,corporate,processed,5.5,18,19.1,70.7,0.68,winter,Low,4,0,3,3,2
24.24,Dairy Products,22.1,6.7,restaurant,packaged,25.4,7,5.8,82.5,0.88,spring,Moderate,4,3,2,1,3
35.53,Dairy Products,37.1,5.8,household,raw,24.4,1,19.9,78.2,0.91,summer,Moderate,4,2,4,2,3
68.94,Dairy Products,32.8,7.3,corporate,frozen,29.9,16,15.1,76.1,1.0,spring,Low,4,0,1,1,2
11.85,Dairy Products,44.0,7.7,corporate,cooked,12.6,6,8.5,70.2,0.64,monsoon,High,4,0,0,0,1
42.61,Dairy Products,17.8,7.6,restaurant,processed,14.4,13,5.4,34.1,0.88,monsoon,Low,4,3,3,0,2
25.87,Dairy Products,28.4,6.7,household,cooked,22.5,8,14.6,59.3,0.39,summer,Moderate,4,2,0,2,3
65.71,Dairy Products,34.9,2.4,supermarket,cooked,9.9,9,11.9,47.1,0.81,summer,Low,4,4,0,2,2
